X_id,REPORT_YEAR,CATEGORY,SUBTYPE,ASSAULT_SUBTYPE,SEX,AGE_GROUP,AGE_COHORT,COUNT_
1088,2022,Crimes Against the Person,Sexual Violation,N/A,F,Adult,25 to 34,530
1089,2022,Crimes Against the Person,Sexual Violation,N/A,F,Adult,35 to 44,287
1090,2022,Crimes Against the Person,Sexual Violation,N/A,F,Adult,45 to 54,155
1091,2022,Crimes Against the Person,Sexual Violation,N/A,F,Adult,55 to 64,75
1092,2022,Crimes Against the Person,Sexual Violation,N/A,F,Adult,65+,62
1093,2022,Crimes Against the Person,Sexual Violation,N/A,F,Child,<12,249
1095,2022,Crimes Against the Person,Sexual Violation,N/A,F,Youth,12 to 17,571
1096,2022,Crimes Against the Person,Sexual Violation,N/A,M,Adult,18 to 24,57
1097,2022,Crimes Against the Person,Sexual Violation,N/A,M,Adult,25 to 34,61
1098,2022,Crimes Against the Person,Sexual Violation,N/A,M,Adult,35 to 44,40
1099,2022,Crimes Against the Person,Sexual Violation,N/A,M,Adult,45 to 54,19
1100,2022,Crimes Against the Person,Sexual Violation,N/A,M,Adult,55 to 64,10
1101,2022,Crimes Against the Person,Sexual Violation,N/A,M,Adult,65+,6
1102,2022,Crimes Against the Person,Sexual Violation,N/A,M,Child,<12,84
1104,2022,Crimes Against the Person,Sexual Violation,N/A,M,Youth,12 to 17,93
